timestamp,heart_rate_bpm
2018-03-16 04:34:52,71
2018-03-16 04:37:02,72
2018-03-16 04:43:44,71
2018-03-16 04:47:09,71
2018-03-16 04:52:52,73
2018-03-16 04:59:20,71
2018-03-16 05:04:22,72
2018-03-16 05:06:47,73
2018-03-16 05:11:58,73
2018-03-16 05:17:53,73
2018-03-16 05:25:21,71
2018-03-16 05:26:40,72
2018-03-16 05:33:21,69
2018-03-16 05:38:50,67
2018-03-16 05:44:30,66
2018-03-16 05:47:45,68
2018-03-16 05:55:14,67
2018-03-16 05:56:40,66
2018-03-16 06:04:48,67
2018-03-16 06:08:43,73
2018-03-16 06:15:28,71
2018-03-16 06:18:24,68
2018-03-16 06:21:44,66
2018-03-16 06:30:21,69
2018-03-16 06:31:55,65
2018-03-16 06:37:01,66
2018-03-16 06:41:59,67
2018-03-16 06:47:27,63
2018-03-16 06:51:48,65
2018-03-16 06:56:58,65
2018-03-16 07:02:29,66
2018-03-16 07:07:09,67
2018-03-16 07:11:56,67
2018-03-16 07:16:41,68
2018-03-16 07:22:07,69
2018-03-16 07:27:17,69
2018-03-16 07:32:14,69
2018-03-16 07:38:20,69
2018-03-16 07:42:50,69
2018-03-16 07:47:15,70
2018-03-16 07:52:06,70
2018-03-16 07:57:16,71
2018-03-16 08:02:58,70
2018-03-16 08:06:43,70
2018-03-16 08:12:04,69
2018-03-16 08:17:04,68
2018-03-16 08:21:45,69
2018-03-16 08:27:00,70
2018-03-16 08:31:42,69
2018-03-16 08:37:07,69
2018-03-16 08:41:48,69
2018-03-16 08:47:38,69
2018-03-16 08:51:40,70
2018-03-16 08:56:51,112
2018-03-16 09:03:06,64
2018-03-16 09:07:16,61
2018-03-16 09:13:08,61
2018-03-16 09:16:51,63
2018-03-16 09:26:09,63
2018-03-16 09:28:20,61
2018-03-16 09:31:50,61
2018-03-16 09:37:40,62
2018-03-16 09:41:42,61
2018-03-16 09:46:47,60
2018-03-16 09:52:30,58
2018-03-16 09:57:44,63
2018-03-16 10:05:34,64
2018-03-16 10:11:06,62
2018-03-16 10:12:23,63
2018-03-16 10:18:54,61
2018-03-16 10:22:28,60
2018-03-16 10:26:42,60
2018-03-16 10:34:32,59
2018-03-16 11:06:21,65
2018-03-16 11:07:50,64
2018-03-16 11:11:56,65
2018-03-16 11:19:19,63
2018-03-16 11:22:01,63
2018-03-16 11:27:07,65
2018-03-16 11:36:24,66
2018-03-16 11:39:42,65
2018-03-16 11:46:39,65
2018-03-16 11:49:17,63
2018-03-16 11:52:05,64
2018-03-16 11:56:40,62
2018-03-16 12:02:42,62
2018-03-16 12:07:43,62
2018-03-16 12:14:18,62
2018-03-16 12:18:35,62
2018-03-16 12:22:20,60
2018-03-16 12:26:58,61
2018-03-16 12:31:41,63
2018-03-16 12:37:52,61
2018-03-16 12:43:58,62
2018-03-16 12:46:52,64
2018-03-16 12:53:47,67
2018-03-16 12:57:25,68
2018-03-16 13:03:58,66
2018-03-16 13:11:26,66
2018-03-16 13:12:57,67
2018-03-16 13:16:46,67
2018-03-16 13:22:25,65
2018-03-16 13:29:46,64
2018-03-16 13:33:09,66
2018-03-16 13:37:36,68
2018-03-16 13:41:41,65
2018-03-16 13:46:51,65
2018-03-16 13:51:57,65
2018-03-16 13:56:53,63
2018-03-16 14:03:06,65
2018-03-16 14:07:10,65
2018-03-16 14:12:14,66
2018-03-16 14:18:57,65
2018-03-16 14:24:23,64
2018-03-16 14:26:43,64
2018-03-16 14:33:05,66
2018-03-16 14:39:35,67
2018-03-16 14:43:11,64
2018-03-16 14:46:46,64
2018-03-16 14:51:56,64
2018-03-16 14:56:40,62
2018-03-16 15:02:07,61
2018-03-16 15:07:34,62
2018-03-16 15:13:40,63
2018-03-16 15:16:40,63
2018-03-16 15:24:37,66
2018-03-16 15:27:07,62
2018-03-16 15:31:52,62
2018-03-16 15:37:19,65
2018-03-16 15:44:54,63
2018-03-16 15:46:54,65
2018-03-16 15:53:01,64
2018-03-16 15:58:44,79
2018-03-16 16:03:00,66
2018-03-16 16:08:50,81
2018-03-16 16:13:09,78
2018-03-16 16:19:18,85
2018-03-16 16:25:31,81
2018-03-16 16:27:15,77
2018-03-16 16:32:55,81
2018-03-16 16:36:51,77
2018-03-16 16:42:01,77
2018-03-16 16:46:50,78
2018-03-16 16:53:09,77
2018-03-16 17:00:14,76
2018-03-16 17:04:16,74
2018-03-16 17:07:04,72
2018-03-16 17:14:22,74
2018-03-16 17:17:47,71
2018-03-16 17:21:47,72
2018-03-16 17:30:58,72
2018-03-16 17:33:59,70
2018-03-16 17:39:20,71
2018-03-16 17:41:55,70
2018-03-16 17:47:26,71
2018-03-16 17:56:07,71
2018-03-16 17:57:12,73
2018-03-16 18:02:45,73
2018-03-16 18:10:32,73
2018-03-16 18:12:56,72
2018-03-16 18:16:41,71
2018-03-16 18:22:11,70
2018-03-16 18:27:07,72
2018-03-16 18:31:47,73
2018-03-16 18:36:49,74
2018-03-16 18:42:20,73
2018-03-16 18:46:55,75
2018-03-16 18:51:40,76
2018-03-16 18:56:51,75
2018-03-16 19:01:51,75
2018-03-16 19:07:23,75
2018-03-16 19:14:29,74
2018-03-16 19:18:34,73
2018-03-16 19:22:26,73
2018-03-16 19:26:41,74
2018-03-16 19:32:47,75
2018-03-16 19:36:42,73
2018-03-16 19:42:07,73
2018-03-16 19:46:43,74
2018-03-16 19:51:48,73
2018-03-16 19:57:20,72
2018-03-16 20:01:55,73
2018-03-16 20:09:09,74
2018-03-16 20:14:27,74
2018-03-16 20:18:32,75
2018-03-16 20:22:02,71
2018-03-16 20:27:16,85
2018-03-17 02:31:27,71
2018-03-17 02:33:25,64
2018-03-17 02:38:02,65
2018-03-17 02:46:23,69
2018-03-17 02:47:33,67
2018-03-17 02:52:00,68
2018-03-17 02:56:40,67
2018-03-17 03:03:21,70
2018-03-17 03:06:46,68
2018-03-17 03:11:52,68
2018-03-17 03:20:32,67
2018-03-17 03:25:15,69
2018-03-17 03:31:19,66
2018-03-17 03:35:15,66
2018-03-17 03:36:40,64
2018-03-17 03:43:37,65
2018-03-17 03:48:27,66
2018-03-17 03:53:23,68
2018-03-17 03:57:08,69
2018-03-17 04:01:49,69
2018-03-17 04:06:49,69
2018-03-17 04:11:56,69
2018-03-17 04:17:01,70
2018-03-17 04:21:47,71
2018-03-17 04:26:42,71
2018-03-17 04:31:43,72
2018-03-17 04:36:53,72
2018-03-17 04:43:35,71
2018-03-17 04:47:15,70
2018-03-17 04:52:31,71
2018-03-17 04:57:16,72
2018-03-17 05:01:48,71
2018-03-17 05:07:18,71
2018-03-17 05:11:44,72
2018-03-17 05:16:40,70
2018-03-17 05:22:00,69
2018-03-17 05:26:45,68
2018-03-17 05:31:42,67
2018-03-17 05:37:09,68
2018-03-17 05:42:43,68
2018-03-17 05:47:33,72
2018-03-17 05:54:39,68
2018-03-17 05:58:53,69
2018-03-17 06:02:28,71
2018-03-17 06:09:18,69
2018-03-17 06:13:44,68
2018-03-17 06:16:44,68
2018-03-17 06:21:54,66
2018-03-17 06:29:27,64
2018-03-17 06:34:29,63
2018-03-17 06:37:45,61
2018-03-17 06:44:25,60
2018-03-17 06:47:12,59
2018-03-17 06:54:21,62
2018-03-17 06:57:54,62
2018-03-17 07:02:50,62
2018-03-17 07:08:14,61
2018-03-17 07:14:47,60
2018-03-17 07:20:07,70
2018-03-17 07:21:56,63
2018-03-17 07:30:34,64
2018-03-17 07:32:35,65
2018-03-17 07:37:01,66
2018-03-17 07:42:51,67
2018-03-17 07:49:41,64
2018-03-17 07:52:40,63
2018-03-17 07:57:20,63
2018-03-17 08:02:40,65
2018-03-17 08:06:57,61
2018-03-17 08:12:14,62
2018-03-17 08:17:25,66
2018-03-17 08:22:05,63
2018-03-17 08:30:09,64
2018-03-17 08:36:01,64
2018-03-17 08:39:13,63
2018-03-17 08:42:20,66
2018-03-17 08:47:55,66
2018-03-17 08:51:50,66
2018-03-17 08:57:17,69
2018-03-17 09:02:06,63
2018-03-17 09:07:17,63
2018-03-17 09:11:59,65
2018-03-17 09:16:51,62
2018-03-17 09:23:50,64
2018-03-17 09:27:51,67
2018-03-17 09:36:00,65
2018-03-17 09:37:41,62
2018-03-17 09:42:23,61
2018-03-17 09:47:18,60
2018-03-17 09:51:43,60
2018-03-17 09:57:24,61
2018-03-17 10:02:21,62
2018-03-17 10:06:41,62
2018-03-17 10:13:08,62
2018-03-17 10:16:43,60
2018-03-17 10:22:54,60
2018-03-17 10:27:49,63
2018-03-17 10:31:49,61
2018-03-17 10:36:41,58
2018-03-17 10:42:06,58
2018-03-17 10:47:02,59
2018-03-17 10:51:47,59
2018-03-17 10:57:03,61
2018-03-17 11:03:15,57
2018-03-17 11:06:40,57
2018-03-17 11:12:38,59
2018-03-17 11:17:11,60
2018-03-17 11:22:22,61
2018-03-17 11:27:34,62
2018-03-17 11:33:54,64
2018-03-17 11:37:08,61
2018-03-17 11:41:58,62
2018-03-17 11:46:48,61
2018-03-17 11:51:40,63
2018-03-17 11:57:07,63
2018-03-17 12:02:02,63
2018-03-17 12:06:58,64
2018-03-17 12:12:03,63
2018-03-17 12:16:59,64
2018-03-17 12:23:01,63
2018-03-17 12:26:41,65
2018-03-17 12:32:11,66
2018-03-17 12:38:12,60
2018-03-17 12:43:48,63
2018-03-17 12:49:21,63
2018-03-17 12:51:52,65
2018-03-17 12:57:35,66
2018-03-17 13:02:21,66
2018-03-17 13:06:46,65
2018-03-17 13:11:51,67
2018-03-17 13:16:48,64
2018-03-17 13:22:54,63
2018-03-17 13:27:09,62
2018-03-17 13:31:59,62
2018-03-17 13:37:30,62
2018-03-17 13:41:45,63
2018-03-17 13:46:47,70
2018-03-17 13:51:53,67
2018-03-17 13:56:43,63
2018-03-17 14:03:05,62
2018-03-17 14:06:58,61
2018-03-17 14:14:52,64
2018-03-17 14:16:45,66
2018-03-17 14:24:24,88
2018-03-17 14:33:52,107
2018-03-17 14:40:01,156
2018-03-17 14:40:36,77
2018-03-17 14:46:24,79
2018-03-17 14:48:34,66
2018-03-17 14:52:30,76
2018-03-17 14:57:11,79
2018-03-17 15:01:46,78
2018-03-17 15:10:42,76
2018-03-17 15:13:41,75
2018-03-17 15:20:33,76
2018-03-17 15:22:41,74
2018-03-17 15:26:53,79
2018-03-17 15:31:43,85
2018-03-17 15:35:31,104
2018-03-17 15:37:28,76
2018-03-17 15:43:15,79
2018-03-17 15:49:04,77
2018-03-17 15:52:34,75
2018-03-17 15:57:35,73
2018-03-17 16:01:50,74
2018-03-17 16:07:54,74
2018-03-17 16:12:11,74
2018-03-17 16:17:13,72
2018-03-17 16:21:49,70
2018-03-17 16:28:49,69
2018-03-17 16:32:04,69
2018-03-17 16:38:48,71
2018-03-17 16:43:10,70
2018-03-17 16:51:24,92
2018-03-17 16:53:07,68
2018-03-17 17:00:29,74
2018-03-17 17:04:41,74
2018-03-17 17:09:24,72
2018-03-17 17:14:14,71
2018-03-17 17:20:12,70
2018-03-17 17:22:56,70
2018-03-17 17:28:57,69
2018-03-17 17:34:17,71
2018-03-17 17:39:09,69
2018-03-17 17:41:44,71
2018-03-17 17:50:48,91
2018-03-17 17:56:10,89
2018-03-17 17:59:18,94
2018-03-17 18:03:18,82
2018-03-17 18:09:18,78
2018-03-17 18:15:10,76
2018-03-17 18:21:28,74
2018-03-17 18:24:03,72
2018-03-17 18:26:59,73
2018-03-17 18:32:09,74
2018-03-17 18:37:59,73
2018-03-17 18:42:28,73
2018-03-17 18:47:25,74
2018-03-17 18:55:42,74
2018-03-17 19:00:27,78
2018-03-17 19:03:05,78
2018-03-17 19:09:52,77
2018-03-17 19:13:41,80
2018-03-17 19:16:54,75
2018-03-17 19:24:47,77
2018-03-17 19:27:46,77
2018-03-17 19:34:50,73
2018-03-17 19:36:42,73
2018-03-17 19:43:39,68
2018-03-17 19:47:44,69
2018-03-17 19:53:55,68
2018-03-17 19:57:25,69
2018-03-17 20:02:21,73
2018-03-17 20:08:06,74
2018-03-17 20:11:58,76
2018-03-17 20:16:48,79
2018-03-17 20:22:39,79
2018-03-17 20:26:59,78
2018-03-17 20:31:50,79
2018-03-17 20:36:55,78
2018-03-17 20:42:17,80
2018-03-17 20:47:02,80
2018-03-17 20:52:30,80
2018-03-17 20:58:13,79
2018-03-17 21:01:52,79
2018-03-17 21:09:06,79
2018-03-17 21:16:01,78
2018-03-17 21:21:02,79
2018-03-17 21:26:31,77
2018-03-17 21:27:47,79
2018-03-17 21:34:49,76
2018-03-17 21:40:40,77
2018-03-17 21:44:51,76
2018-03-17 21:49:25,80
2018-03-17 21:54:17,80
2018-03-17 21:59:24,77
2018-03-17 22:03:24,79
2018-03-17 22:07:14,75
2018-03-17 22:13:55,74
2018-03-17 22:16:56,76
2018-03-17 22:23:09,75
2018-03-17 22:27:24,75
2018-03-17 22:32:32,76
2018-03-17 22:37:10,77
2018-03-17 23:41:12,83
2018-03-17 23:44:32,75
2018-03-17 23:47:22,78
2018-03-17 23:56:16,78
2018-03-17 23:57:39,76
2018-03-18 00:03:59,82
2018-03-18 00:06:43,83
2018-03-18 00:15:27,76
2018-03-18 00:17:36,77
2018-03-18 00:21:53,80
2018-03-18 00:27:58,79
2018-03-18 00:32:24,78
2018-03-18 00:36:49,77
2018-03-18 00:43:34,73
2018-03-18 00:48:47,74
2018-03-18 00:53:17,77
2018-03-18 00:57:01,74
2018-03-18 01:01:48,76
2018-03-18 01:07:33,73
2018-03-18 01:12:12,74
2018-03-18 01:19:05,73
2018-03-18 01:25:56,71
2018-03-18 01:30:53,72
2018-03-18 01:34:53,72
2018-03-18 01:40:20,69
2018-03-18 01:42:12,69
2018-03-18 01:47:47,70
2018-03-18 01:52:37,72
2018-03-18 01:57:20,74
2018-03-18 02:03:36,75
2018-03-18 02:06:49,76
2018-03-18 02:14:05,74
2018-03-18 02:17:25,72
2018-03-18 02:22:55,72
2018-03-18 02:27:22,72
2018-03-18 02:32:07,74
2018-03-18 02:36:53,73
2018-03-18 02:41:52,75
2018-03-18 02:50:04,76
2018-03-18 02:52:03,75
2018-03-18 02:57:01,72
2018-03-18 03:02:26,71
2018-03-18 03:06:42,73
2018-03-18 03:11:42,70
2018-03-18 03:17:35,81
2018-03-18 03:22:34,72
2018-03-18 03:28:36,73
2018-03-18 03:34:31,72
2018-03-18 03:37:07,72
2018-03-18 03:41:46,73
2018-03-18 03:48:58,72
2018-03-18 03:52:08,71
2018-03-18 03:58:44,71
2018-03-18 04:03:37,73
2018-03-18 04:09:10,75
2018-03-18 04:13:10,68
2018-03-18 04:16:52,67
2018-03-18 04:26:20,68
2018-03-18 04:28:36,69
2018-03-18 04:32:08,71
2018-03-18 04:38:51,72
2018-03-18 04:41:45,71
2018-03-18 04:47:21,72
2018-03-18 04:52:36,76
2018-03-18 04:57:22,76
2018-03-18 05:03:36,78
2018-03-18 05:10:33,79
2018-03-18 05:15:05,81
2018-03-18 05:17:01,79
2018-03-18 05:24:22,77
2018-03-18 05:27:17,73
2018-03-18 05:33:18,71
2018-03-18 05:36:43,71
2018-03-18 05:41:58,71
2018-03-18 05:46:47,70
2018-03-18 05:54:16,69
2018-03-18 05:57:23,69
2018-03-18 06:04:54,69
2018-03-18 06:07:59,70
2018-03-18 06:13:15,70
2018-03-18 06:18:12,70
2018-03-18 06:22:21,69
2018-03-18 06:27:00,68
2018-03-18 06:32:02,64
2018-03-18 06:40:13,68
2018-03-18 06:46:39,74
2018-03-18 06:50:04,71
2018-03-18 06:54:32,70
2018-03-18 07:00:47,70
2018-03-18 07:03:38,70
2018-03-18 07:06:57,69
2018-03-18 07:14:33,65
2018-03-18 07:16:48,64
2018-03-18 07:21:48,65
2018-03-18 07:27:00,65
2018-03-18 07:31:55,67
2018-03-18 07:37:36,64
2018-03-18 07:43:02,66
2018-03-18 07:47:47,66
2018-03-18 07:55:19,65
2018-03-18 07:57:14,66
2018-03-18 08:03:50,66
2018-03-18 08:08:15,65
2018-03-18 08:11:45,67
2018-03-18 08:16:42,69
2018-03-18 08:21:47,70
2018-03-18 08:26:47,68
2018-03-18 08:31:53,69
2018-03-18 08:37:24,68
2018-03-18 08:42:42,68
2018-03-18 08:46:41,68
2018-03-18 08:52:22,66
2018-03-18 08:56:51,67
2018-03-18 09:01:52,67
2018-03-18 09:06:54,68
2018-03-18 09:11:51,68
2018-03-18 09:17:25,68
2018-03-18 09:22:05,68
2018-03-18 09:28:28,70
2018-03-18 09:32:07,71
2018-03-18 09:37:18,66
2018-03-18 09:42:03,67
2018-03-18 09:48:13,72
2018-03-18 09:55:35,73
2018-03-18 09:59:20,67
2018-03-18 10:03:27,65
2018-03-18 10:07:12,67
2018-03-18 10:11:57,65
2018-03-18 10:17:08,67
2018-03-18 10:24:30,68
2018-03-18 10:27:00,66
2018-03-18 10:32:46,65
2018-03-18 10:37:06,64
2018-03-18 10:41:56,68
2018-03-18 10:47:43,69
2018-03-18 10:51:43,70
2018-03-18 10:56:54,70
2018-03-18 11:02:03,66
2018-03-18 11:06:40,66
2018-03-18 11:12:00,68
2018-03-18 11:17:07,67
2018-03-18 11:21:42,68
2018-03-18 11:27:08,68
2018-03-18 11:31:43,68
2018-03-18 11:36:49,68
2018-03-18 11:42:09,66
2018-03-18 11:47:01,66
2018-03-18 11:52:11,65
2018-03-18 11:56:42,65
2018-03-18 12:01:57,66
2018-03-18 12:06:59,65
2018-03-18 12:14:40,68
2018-03-18 12:16:50,68
2018-03-18 12:22:46,69
2018-03-18 12:26:51,68
2018-03-18 12:32:41,69
2018-03-18 12:37:08,69
2018-03-18 12:41:43,69
2018-03-18 12:47:12,68
2018-03-18 12:52:55,65
2018-03-18 12:56:55,67
2018-03-18 13:01:50,66
2018-03-18 13:08:37,66
2018-03-18 13:12:07,66
2018-03-18 13:17:08,65
2018-03-18 13:21:58,66
2018-03-18 13:26:40,67
2018-03-18 13:32:42,69
2018-03-18 13:38:21,69
2018-03-18 13:41:56,69
2018-03-18 13:48:07,63
2018-03-18 13:51:57,65
2018-03-18 13:56:48,64
2018-03-18 14:04:23,64
2018-03-18 14:07:36,64
2018-03-18 14:12:20,65
2018-03-18 14:17:47,67
2018-03-18 14:26:14,69
2018-03-18 14:28:14,69
2018-03-18 14:31:54,67
2018-03-18 14:36:40,66
2018-03-18 14:43:11,64
2018-03-18 14:48:06,67
2018-03-18 14:51:51,65
2018-03-18 14:57:23,66
2018-03-18 15:02:08,66
2018-03-18 15:06:44,66
2018-03-18 15:12:25,66
2018-03-18 15:17:42,68
2018-03-18 15:23:17,70
2018-03-18 15:26:42,69
2018-03-18 15:31:58,70
2018-03-18 15:37:12,66
2018-03-18 15:42:50,64
2018-03-18 15:47:10,66
2018-03-18 15:51:54,68
2018-03-18 15:57:26,71
2018-03-18 16:03:16,71
2018-03-18 16:07:01,69
2018-03-18 16:11:44,70
2018-03-18 16:17:54,68
2018-03-18 16:21:44,68
2018-03-18 16:29:02,69
2018-03-18 16:34:16,70
2018-03-18 16:40:21,69
2018-03-18 16:42:44,66
2018-03-18 16:47:28,67
2018-03-18 16:52:45,66
2018-03-18 16:59:44,62
2018-03-18 17:05:19,69
2018-03-18 17:12:41,62
2018-03-18 17:21:07,89
2018-03-18 17:23:05,86
2018-03-18 17:26:43,79
2018-03-18 17:34:28,75
2018-03-18 17:38:09,73
2018-03-18 17:46:06,74
2018-03-18 17:48:21,72
2018-03-18 17:56:39,71
2018-03-18 18:00:00,91
2018-03-18 18:04:00,128
2018-03-18 18:06:50,49
2018-03-18 18:09:48,116
2018-03-18 18:12:24,67
2018-03-18 18:18:49,58
2018-03-18 18:25:58,82
2018-03-18 18:31:13,76
2018-03-18 18:33:43,77
2018-03-18 18:41:13,80
2018-03-18 18:44:53,79
2018-03-18 18:47:21,80
2018-03-18 18:51:58,77
2018-03-18 18:56:46,76
2018-03-18 19:04:05,71
2018-03-18 19:11:02,76
2018-03-18 19:12:59,76
2018-03-18 19:21:36,74
2018-03-18 19:25:12,77
2018-03-18 19:30:06,72
2018-03-18 19:32:59,70
2018-03-18 19:40:46,71
2018-03-18 19:44:25,74
2018-03-18 19:51:36,76
2018-03-18 19:53:29,75
2018-03-18 20:04:49,77
2018-03-18 20:23:53,78
2018-03-18 20:28:55,77
2018-03-18 20:49:22,117
2018-03-18 20:54:31,83
2018-03-18 20:58:03,78
2018-03-18 21:01:44,79
2018-03-18 21:22:53,78
2018-03-18 21:29:20,77
2018-03-18 21:36:29,81
2018-03-18 21:41:35,80
2018-03-18 22:03:31,83
2018-03-18 22:21:42,86
2018-03-18 22:28:57,88
2018-03-18 23:02:07,89
2018-03-18 23:08:15,82
2018-03-18 23:25:27,81
2018-03-18 23:46:17,100
2018-03-19 01:23:51,117
2018-03-19 02:22:22,84
2018-03-19 02:27:43,79
2018-03-19 02:36:32,80
2018-03-19 02:41:27,83
2018-03-19 02:45:05,79
2018-03-19 02:47:20,78
2018-03-19 02:51:41,78
2018-03-19 03:00:59,92
2018-03-19 03:03:28,93
2018-03-19 03:08:54,75
2018-03-19 03:14:13,80
2018-03-19 03:21:21,74
2018-03-19 03:23:25,74
2018-03-19 03:27:36,74
2018-03-19 03:33:19,74
2018-03-19 03:36:48,73
2018-03-19 03:41:43,72
2018-03-19 03:47:19,73
2018-03-19 03:52:01,70
2018-03-19 04:00:24,66
2018-03-19 04:02:21,68
2018-03-19 04:07:02,67
2018-03-19 04:12:27,67
